Item# (SKU),Item Name,Catalog Page,Imprint Area,Product Description,Price Includes,Imprint Method 1,Imprint Method 2,Shipping Weight (lbs),Shipping Quantity,Shipping Dimensions (inch),Packaging,Additional Info,Pricing-Qty1,Pricing-Qty2,Pricing-Qty3,Pricing-Qty4,Pricing-Qty5,Pricing-Price1,Pricing-Price2,Pricing-Price3,Pricing-Price4,Pricing-Price5,Pricing-Code1,Pricing-Code2,Pricing-Code3,Pricing-Code4,Pricing-Code5,Available Colors,Product Categories,Related Products,Search Keywords
TECHMSE_CL,Techno Mouse - Closeout,,"3/4""h x 1-1/4""w","Convenient, stylish, portable USB mouse.    Plug in and use.    Actual size is 4""h x 2-3/8""w.    Packaged in white box.",One color imprint,Silkscreen,,,,,Packaged in white box.,,,,,,,,,,,,,,,,,"Silver, Black",Techno Trends,"HSEKYHLD, SILBRACS, SILBRACP, WHSKLT, DBLWVSB, DBLSQBPK, DBLTKDS, DBLVISN, DBLSTBPK, DBLSQBPK_CL, CLASSTRAV, MEETFOLO, FENDUFL_CL, RESRTOTE_CL, BEVRCDCM, UNOCCLR, UNOLED, UNOMUG, WTRTBPCH, LPMEDPCH, WATMEDPC, DBLCLPSL, WVEBKPK, RLCPCLBG, TALSBKSK_CL, DRAW",
TEKTRACK,Tek Tracker Pedometer,266,"Option 1:  1/4""h x 1""w   Option 2:  1/2""h x 5/8""w","Counts up to 99,999 steps.    Digital read out with distance and calorie measurements.    Belt clip.    Convenient push button controls.    Battery & instructions included.    Actual size is 2""h x 2""w.    Individually polybagged.",One color imprint.,Silkscreen,,16,200,7L x 24W x 17H,Individually polybagged.,,100,250,500,1000,2500,4.99,4.85,4.69,4.49,4.39,C,C,C,C,C,"BLUE, RED, LIME",Personal Care,"11CAFEMG, 16CORTMB, 16ORBTMB, ALCHMYPN, CARNVPN, DRAWBKSK, HANSPRAY, RIVET, 14PATTMB, TEMPRPCK, ELRYKYLT, FLIPPORT, FLPNCHG, FOURPWBK, HISTNTOT, JUPITPN, LYMBPOCK, METPBKSK, NIKISTPN, ORBINF, PONZMNBG, SELFCAM, SILICOME, SVNUNOCP, ULADPTR, ULPOWBK, UNIUSB",hearthealth
TEMPOMT,Tempo Pen,84,"7/16""h x 1-1/2""w",Countoured barrel.    Retractable mechanism.    Medium point black refill.,One color imprint.,Silkscreen,,,,,,There is no set up charge on exact re-orders for writing instruments.,500,750,1000,2500,5000,0.46,0.45,0.43,0.41,0.38,C,C,C,C,C,"METALLIC BLUE, METALLIC PURPLE",Writing Instruments,"BBUY, NEONBB, PAPRPENC, CSTCK, CSTCKS, CALIOPN, KLCSTK, TEMPOPN, CACHEPN, VIVIDPN, CABANAPN, CONCORD, CARNVPN, NORDGRIP, MARCOPN, RENPENC, STCROPNF, STCROPNM, CALIPEN, STCROPNW, SPRTYWAV, MAZEPN, CANOODPN, PARAPN, EXMANPNC, QUASAR, ALCHMYPN, VIKINGPN, PRO",
TEMPOPN,Tempo Pen,84,"7/16""h x 1-1/2""w",Countoured barrel.    Retractable mechanism.    Medium point black refill.,One color imprint.,Silkscreen,,12,700,13L x 13W x 12H,,There is no set up charge on exact re-orders for writing instruments.,500,750,1000,2500,5000,0.46,0.45,0.43,0.41,0.38,C,C,C,C,C,"LIME, BLACK, BLUE, GREEN, RED",Writing Instruments,"TCHKYCN, COLKEVPK, RIVIBAG, EXERBODY, EXECBAND, LENSCLN, MICRCLTH, RUBMSPD, SLKMPNCL, GSSLEEK, PALERMEX, SAWYRSLV, PIGGYBNK, DESKBOX, PIGLETBK, MEMOCUBE, GOLFBALL, TRVLBLKT, COLKONE, LIPBALM, HANDSAN, CLPCPHAN, RETRVKL, 16FREFAC, GESSENBG, SAXONPN, SPECSB",tangerinetango
TEMPOPNW_CL,Tempo Pen - Closeout,,"7/16""h x 1-1/2""w",Countoured barrel.    Retractable mechanism.    Medium point black refill.,One color imprint.,Silkscreen,,,,,,There is no set up charge on exact re-orders for writing instruments.,,,,,,,,,,,,,,,,SOLID RED,Writing Instruments,"MARCOPN, ASTRA_CL, ASTRAT_CL, OCEANPN_CL, GEMINIPN_CL, QUADCLPN_CL, TONTGLPN_CL, GEMHIPNS_CL, TEMPOMT, TEMPOPN, CABANAPN, CACHEPN, CACHEONY, VIVIDPN, CARNVPRO, ALOHAPN, MAZEPN, CALIPEN, COBRAPN, CARLEYCL, MARCOPN_CL, ECOCLK_CL, TRIPNHI_CL, COVCLBD, HICKIE",
TEMPOPN_CL,Tempo Pen - Closeout,,"7/16""h x 1-1/2""w",Countoured barrel.    Retractable mechanism.    Medium point black refill.,One color imprint.,Silkscreen,,,,,,There is no set up charge on exact re-orders for writing instruments.,,,,,,,,,,,,,,,,"LIGHT BLUE, PURPLE",Writing Instruments,"CRWNGRPT_CL, GEMINIPN_CL, CLAYPN_CL, QUADCLPN_CL, CSTCK, CABANAPN_CL, MANI2GO_CL, SPHRLTOP_CL, FXHEADPH, PROPITUP, FLOS2GO_CL, HIFIVHI_CL, TEMPOPNW_CL, CAPTVAPN_CL, LAPTPSLV_CL, HEARTRE, GLOBE, STRSBL, RIBBON_CL, STAR, KLICKPN_CL, CEOPEN_CL, CUBELEDK_CL, ",
TEMPRPCK,Temper-Pack,263,"2""h x 2-1/4""w","Bead gel pack for use as a cold or warm compress.    Microwave item according to directions for moist  heat or freeze item and use for cooling therapy.    Instructions printed on reverse side.    Approximate size is 4-1/2""h x 7-1/2""w.",One color imprint.,Silkscreen,,24,50,9L x 22W x 9H,,Item stays cold approximately 2-3 hours.  Not intended for use to aid with a teething child.,250,500,1000,2500,5000,2.59,2.49,2.39,2.09,1.79,C,C,C,C,C,"WHITE, BLUE",Personal Care,"11CAFEMG, 16CORTMB, 16ORBTMB, ALCHMYPN, CARNVPN, KLPNOTES, HANSPRAY, MAGNAJMB, MEDILNGS, MEDIASTA, RIVET, SOLARPN, UNOCUP, 14PATTMB, HLTHHND, LIPBALM, SUNSPYLB, SWAMPJUI, TEKTRACK, FOURPWBK, JUPITPN, METPBKSK, NIKISTPN, PONZMNBG, SELFCAM, TRIBSPK, SUNLOTO",
TERRNBK,Terra Notebook Combo,158,"Silkscreen - 4""h x 2""w      Debossed - 2-1/4""h x 2-1/4""w     Pen   Optional  - 3/8""h x 1-1/2""w","Debossing available.    5""h x 7""w notebook with paper barrel pen.    Cardboard cover with colorful non-woven accent strip.    100 pages with recycle symbol on top left corner.",One color or debossed imprint on notebook.,Silkscreen,Deboss,49,100,15L x 16W x 14H,,"1. We suggest using a 12pt. or larger size block font to ensure  the best quality imprint.  2. This item requires an additional 5 day production time for debossing.  3. Due to the unique composition of the materials used, there may be  a slight variation ",80,160,240,480,960,3.59,3.29,2.99,2.79,2.59,C,C,C,C,C,"BLACK, BLUE, RED",Workplace,"BELLATMB, 34BUBTVL, BUBKEG, CHIAMNTY_CL, CONCORD, CABANAPN, TRICRKSW_CL, SLMPKTL_CL, SODATRIT, MEDIALNG, MEDILNGS, 22FREDOM_CL, CRWNGRPT_CL, RBSUNGLS, MULTTASK, K2USBFAN, CLIPRND, KLPNOTES, HATTRIKKT, STKPONKT, PIVTLKR_CL, MICROSTD, PLYCLATH, NEOCLONE, MI",
TERRNBK_CL,Terra Notebook Combo - Closeout,,"Silkscreen - 4""h x 2""w      Debossed - 2-1/4""h x 2-1/4""w     Pen   Optional  - 3/8""h x 1-1/2""w","Debossing available.    5""h x 7""w notebook with paper barrel pen.    Cardboard cover with colorful non-woven accent strip.    100 pages with recycle symbol on top left corner.",One color or debossed imprint on notebook.,Silkscreen,Deboss,,,,,"1. We suggest using a 12pt. or larger size block font to ensure  the best quality imprint.  2. This item requires an additional 5 day production time for debossing.  3. Due to the unique composition of the materials used, there may be  a slight variation ",,,,,,,,,,,,,,,,GREEN,Workplace,"16VOY_CL, JAVAMUG_CL, SONICKL_CL, TRVSETBG_CL, 22IM_CL, LETHSTPK_CL, SILNTHI_CL, BELLATMB, 34BUBTVL, PLASFAN, BUBKEG, SSLENDSP, CHIAMNTY_CL, MINIWRIT, CONCORD, CABANAPN, TRICRKSW_CL, SLMPKTL_CL, TWICEBTL, SODATRIT, MEDIALNG, MEDILNGS, SLKMPNCL, NEONBB, BU",
TETHGEL,Tethered Hand Sanitizer,258,"3/4""H X 1-1/4""w on cover only.","0.5 ounce hand sanitizer bottle with bright colored neoprene-like cover and clip.    Contains 62% alcohol.    FDA approved.    Actual size is 2-7/8""h x 1-3/8""w excluding clip.",One color imprint on one side.,Silkscreen,,10,150,12L x 9W x 11H,,We suggest using a 8pt. Or larger block font to ensure the best quality imprint.,250,500,1000,1500,2500,1.99,1.88,1.78,1.68,1.59,C,C,C,C,C,"ROYAL BLUE, RED, ORANGE, LIME, BLACK, HUNTER GREEN, NAVY BLUE",Personal Care,"FLOATER, PARAPN, GAMEBLKT, ITABSLV, ARROWCLP, DESKBOX, MINIDESK, CAPRSTPN, CLRNBKSK, GRVGLWLT, CAMOBKSK, DBLSQBPK, DBLTKDS, 12PKBG, 6PKWAVE, BAYCLTOT, CARRYCLR, 12ORBTMB, 15ORBTMG, 18HYFLAT, 24ORBTMB, 24REVNEO, DRENBTL, ENDUTRIT, IGGINFSR, ORBINF, ORBTRNL","clip on sanitizer, sanitizer with case"
THMGOB25,25oz. Thermo-Go Bottle,58,"4""h x 3""w each side    or    4""h x 7-1/2""w wrap.","BPA Free!    Keeps beverages warm for hours.    Insulated stainless vacuum bottle.    Stainless liner.    Screw off stainless lid, screw off inner lid with  vacuum seal push button.    Black travel case included.",One color imprint on the bottle only.,Silkscreen,,29,24,21L x 14W x 12H,,1. This item requires an additional one day production time.  2. Non-microwavable.  3. Imprint not available on travel case.,48,96,192,384,768,11.49,11.09,10.59,10.09,9.69,C,C,C,C,C,"STAINLESS STEEL, BLUE",Drinkware,"TEMPOMT, PENPCH, VIKINGPN, STPLRMV, VIBRNTLP, SUMITPEN, ARROWCLP, UNDPRKLT, 17OUTBK, 17GEOBTL, GFBXTMB, ENDUTRIT, PERFRBTL, TOGOTMB, TPTPTMB, TIREGE, TRVBKPK, GOTOTE, WIPEOUT, WVEBKPK, WALLTOTE, SWAMPJUI, 20TINTBB, 28TALNCL, 16FRE2GO, RULRCLSI, SOLSTPN, M","stainless, bpa free, insulated, vacuum bottle, thermos, screw off lit, travel case"
THMGOB25_CL,25oz. Thermo-Go Bottle - Closeout,,"4""h x 3""w each side    or    4""h x 7-1/2""w wrap.","BPA Free!    Keeps beverages warm for hours.    Insulated stainless vacuum bottle.    Stainless liner.    Screw off stainless lid, screw off inner lid with  vacuum seal push button.    Black travel case included.",One color imprint on the bottle only.,Silkscreen,,,,,,1. This item requires an additional one day production time.  2. Non-microwavable.  3. Imprint not available on travel case.,,,,,,,,,,,,,,,,WHITE,Drinkware,"CABANAPN_CL, MANI2GO_CL, SPHRLTOP_CL, FXHEADPH, PROPITUP, FLOS2GO_CL, HIFIVHI_CL, TEMPOPNW_CL, CAPTVAPN_CL, TEMPOPN_CL, LAPTPSLV_CL, HEARTRE, GLOBE, STRSBL, RIBBON_CL, STAR, KLICKPN_CL, CEOPEN_CL, CUBELEDK_CL, GEMINPNS_CL, INTOUCH, VIBRNTLP, SPRTYWAV_CL, ",
THMGOBTL,17oz. Thermo-Go Bottle,58,"4""h x 2-1/2""w each side    or    4""h x 7-1/2""w wrap.","BPA Free!    Keeps beverages warm for hours.    Insulated stainless vacuum bottle.    Stainless liner.    Screw off stainless lid, screw off inner lid with vacuum seal push button.    Black travel case included.",One color imprint on the bottle only.,Silkscreen,,31,36,14L x 19W x 19H,,1. This item requires an additional one day production time.  2. Non-microwavable.  3. Imprint not available on travel case.,72,144,288,576,1152,8.39,7.99,7.59,7.29,6.99,C,C,C,C,C,STAINLESS,Drinkware,"GADGTLLT, FACILTP, TWNTBCHG, LGTUPLYD, WONMAT, CARASTRP, KPCLTWL, TRSTRBG, DRYITTWL, PHNTMFLS, COVCLBD, RIVET, MAGNIKL_CL, WHISTLE_CL, QUADCANV, COL3PKATH, COLKEVPK, JETBKSK, REEFBKSK, SPIRTBKS_CL, METROBK, NTROBKSK, METROBK_CL, SHKSDST, UNIUSB, SUNSHDSQ,","screw off lit, vacuum bottle, insulated, bpa free, stainless, thermos, travel case"
THPKHLD,Toothpick Holder,261,"5/8""h x 2-1/2""w",Compact carrier.    Standard toothpick for refills.    Contains approximately 12 toothpicks.    Individually polybagged.,One color imprint.,Silkscreen,,29,1000,12L x 21W x 8H,Individually polybagged.,,250,500,1000,1500,2500,1.17,1.07,0.97,0.87,0.77,C,C,C,C,C,"SOLID WHITE, TRANSLUCENT BLUE",Personal Care,"CATLINEX, SPECSBTL, ONGOSANT, SAXONPN, THMGOB25, DENALIPN, COZYCASE_CL, FLEXFOLD_CL, GFBXTMB, 16KARTMB, SLICKCLR, MESNGBRA, GAMEBLKT, RTRMDLNG, PICNIC, ECMEDLNG, CRESTJR, CERENJR, CRESTEX, LCURVEX, CAMOKLR, MAGNACLP, TCHKYCN, RIVIBAG, EXERBODY, SNGLSCPM, ",
THRDNSTD_CL,Thread N Stand Media Holder - Closeout,,"3/8""h x 1""w","Media holder with suction cup to hold device.    Stem to conveniently wrap cords, earphones, etc.    Actual size is 1-1/2""h x 1-5/8""w.    Individually polybagged.",One color imprint.,Silkscreen,,,,,Individually polybagged.,,,,,,,,,,,,,,,,,"BLUE, RED, BLACK",Techno Trends,"HSEKYHLD, SILBRACS, SILBRACP, WHSKLT, DBLWVSB, DBLSQBPK, DBLTKDS, DBLVISN, DBLSTBPK, DBLSQBPK_CL, CLASSTRAV, MEETFOLO, FENDUFL_CL, RESRTOTE_CL, BEVRCDCM, UNOCCLR, UNOLED, UNOMUG, WTRTBPCH, LPMEDPCH, WATMEDPC, DBLCLPSL, WVEBKPK, RLCPCLBG, TALSBKSK_CL, DRAW",
TIDYUPKC,Tidy Up Key Chain,135,"3/4""h x 1-1/4""w","Plastic key chain with microfiber cleaning cloth.    Cleaning cloth is 4""h x 3-1/4""w and  folds for storage in oval holder.    Actual size is 2-1/4""h x 1-1/8""w.    Individually polybagged.",One color imprint.,Silkscreen,,15,575,9L x 15W x 12H,Individually polybagged.,1. Cloth imprint not available.  2. Imprint will be on the white or silver side unless otherwise specified.,250,500,1000,1500,2500,1.45,1.39,1.29,1.19,1.09,C,C,C,C,C,"WHITE/BLACK, WHITE/REFLEX BLUE, WHITE/RED, WHITE/LIME, SILVER/BLACK, SILVER/REFLEX BLUE","Techno Trends, Tools","GRABUTST, QUENBTL, RLTRVMG, SCENRVBR, RLTRMBL, SELFCAM, PRISTMB, PSHPWUSB, SALNTOTE, FITNKIT, GOLFKIT, GADGTLLT, GRVGLWLT, LCLREX, PALERMEX, OXFRDJOT, LYNXPEN_CL, GFBXTMB, PNPXLNB, LCURVEX_CL, LUGSPAT_CL, FFOBLTHS, ELRYKYLT, EVERYTOT, DRENBTL, ELLISTPN, F","micro fiber, cloth, plastic, key ring, storage"
TIREGE,Tire Gauge,294,"Silk screened: 3/4""h x 1-1/2""w.       Laser Engraved: 1/4""h x 2-1/4""w.","Laser engraving available.    Aluminum body.    Reads up to 50 PSI.    Actual size is 5-3/4"" long.    Individually polybagged.",One color or laser engraved imprint.,Silkscreen,Laser Engraved,23,500,9L x 12W x 15H,Individually polybagged.,1.This item requires a 5 day production time for silk screen.    2. Laser engraving not available on silver color.,150,250,500,1000,2500,1.79,1.69,1.59,1.49,1.29,C,C,C,C,C,"Metallic Black, Metallic Red, Metallic Blue, SATIN SILVER",Tools,"FACILTP, RETRFLSH, VIBRNTLP, RLCPCLBG, MEETFOLO, LCURVEX, STYLPEN, USBFOLD, MULTTASK, CRVGRPBL, CHRODLUX, LIPBALM, HANDPACK, MNLNTRL, HOWDYTZR, WHSKLT, COMJOTPN, RUBMSPD, LGTNLOOK, RBSUNGLS, UNDPRKLT, STPLRMV, SUMITPEN, THMGOB25, WALLTOTE, 20TINTBB, 28TAL","auto, car, guage, aluminum, laser, shiny, tire, wheels"
TIRGEKYC,Tire Gauge Keychain,294,"1/4""h x 1-1/2""w","Aluminum body.    Reads up to 50 PSI.    Actual size is 3-1/4"" long.",One laser engraved imprint.,Laser Engraved,,11,500,12L x 9W x 15H,,,250,500,1000,1500,2500,1.49,1.35,1.25,1.19,1.09,C,C,C,C,C,"BLACK, BLUE, RED",Tools,"ARROW, ARROWCLP, BANDITBK, CORDKPR, ECMEDLNG, FLIPBNDG, MINIWIPE, HLTHHND, BANGSTX, MESURSPN, MESURCUP, BEACHNIK, BNDYBRT, CANUSAVE, BABELIPN, DRYITTWL, MINISTKY, COMJOTPN, LIPBALM, DRAWSPRT, CARYTMB, FACILTP, NEOCLTWO, ENDUTRIT, MEETFOLO, LGTNLOOK, 20STD","car, guage, auto, key ring, laser, tire, wheels"
TOGOTMB,16oz. To Go Tumbler,28,"3""h x 2-1/2""w each side or 3""h x 8-3/8""w wrap",BPA Free!    PolyPro double wall insulated tumbler with drink thru lid.    Matte finish.,One color imprint.,Silkscreen,,14,36,16L x 23W x 12H,,"US Patent D675,524. Other patent pending.",72,144,288,576,1152,3.79,3.63,3.45,3.29,2.99,C,C,C,C,C,"RED, BLUE, WHITE, HUNTER GREEN",Drinkware,"SSLENDSP, NVLATBCS, MINIWIPE, LOLATMBL, MNLNTRL, RBSUNGLS, CRDLSO, CTYSLKNB, CLRTOTBG, CLPSLNCH, CMPFRLGT, TRIBSPK, USBCOLTK, MEDIASTA, TIDYUPKC, USBCHRM, CINBKPN, TEKTRACK, DRAWSPRT, SAVYHND, WEBTOTE, YOGAMAT, WTRTBPCH, VELOSTPN, MULTTASK, PADPOD, TRSTAM","matte finish, double wall insulated, bpa free, polypro"
TONTGLPN_CL,Tonti Gel Pen - Closeout,,"5/8""h x 1-3/4""w",Gel ink in bright colored plastic barrel  with matching grip.    Retractable mechanism.    Medium point black refill.,One color imprint.,Silkscreen,,,,,Individually Polybagged.,There is no set up charge on exact re-orders for writing instruments.,,,,,,,,,,,,,,,,BLUE,Writing Instruments,"FACILTP, MAZEPN, DREMJRNL_CL, PIGLETBK, USBTWIST, STPLRMV, GELEHIGH, REWNDHL, COZYCASE_CL, TEKTRACK, GOLFTOWL, BRZYLNGR, CFLYERT, BIGLNGR, FRQNTLGT, GESSENBG, GTEES_CL, KPCLGKT, LONGTEES, SUNSCRGK, MULMDATH, NITROGK, RETAPE, GSHOPKATH, BIKEBTLC_CL, DLXPIC",
TOOLARND,Tooling Around,297,"1-3/8""d","Multi function key chain.    Split key ring attached.    Features retractable tape measure, flat  and phillips head screwdrivers stored  within key chain, and LED light.    Uses two 3V batteries included.    Approximate size is 5/8""h x 2-1/4""d.    Individ",One color imprint.,Silkscreen,,26,250,18L x 13W x 9H,Individually polybagged.,,150,150,250,250,500,2.99,2.99,2.85,2.85,2.69,C,C,C,C,C,"RED, SMOKE, BLUE, GREEN",Tools,"POWBANK, QUENBTL, RLTRVMG, SCENRVBR, LNZSTPN, RLTRMBL, SELFCAM, PSHPWUSB, HANCCKPN, FLIPPORT, GRABUTST, FITNKIT, GOLFKIT, GADGTLLT, HAPHRTMB, FOURPWBK, GRVGLWLT, LNCHBXST, LCLREX, PALERMEX, OXFRDJOT, LYNXPEN_CL, IRWINEXE, GFBXTMB, PNPXLNB, LCURVEX, LCURVE",
TPTPTMB,12oz. Tip Top Tumbler,12,"1-3/4""h x 2-1/2""w one side or  1-3/4""h x 9-1/4""w wrap",BPA Free!    12oz. double wall acrylic tumbler with clear lid and  upside down shaped bottle for inner wall.,One color imprint.,Silkscreen,,12,24,8L x 21W x 14H,,Non-microwavable.,72,144,288,576,1008,6.39,6.19,5.89,5.59,5.29,C,C,C,C,C,"CLEAR, REFLEX BLUE, RED, GREEN",Drinkware,"PAPRNTOT, SALNTOTE, SPLSTOTE, SILIPOCK, BEACHNIK, CARYTMB, STRAWGLT, CLASSTRAV, HEROHT, RLTRMBL, SVNUNOCP, MANHATTB, SSLENDSP, ORBTRNL, BELLATMB, 16SATTMB, 16CORTMB, 16KARTMB, 16GRPSS, 16FREONE, CLPCPHAN, CTYCLRKT, CARRYCLR, CLPSLNCH, CLRTOTBG, LNZSTPN, M","fun, tiptop, double wall, different, upside down bottle"
TRA9LED,Traverse 9 LED Flashlight,275,"3/8""h x 1-1/2""w","9 LED lights with push button action and batteries.    Aluminum body and black wrist strap.    Actual size is 1""h x 4-1/2""w.    Individually boxed.",One laser engraved imprint.,Laser Engraved,,19,100,15L x 8W x 12H,Individually boxed.,,50,100,250,500,1000,5.99,5.79,5.59,5.29,4.99,C,C,C,C,C,"BLACK, BLUE",Tools,"SOUNDEAR, ARROW, COPERCSE, CORDKPR, BELMSTPN, BSKTBL, BASEBL, ONGOSANT, HOWDYTZR, STANRMVR, APPLE, CARATIZE, CLPCPHAN, LOLATMBL, MINIWIPE, 28BLEBTL, DRAWBKSK, COLKKLR, SILIPINT, PROPITUP, 25CONTAP, SUNSHDSQ, TCHKYCN, PARKYRG, PHZRFLSH, FLSHSTK, VALETKR, W","led, aluminum, flashlight, strap"
TRADEBDG,Trade Show Badge Holder,163,"1""h x 2-1/2""w","Badge display.    Back pocket and two pen holders.    Fold over hook and loop closure and break-a-way lanyard.    Actual size is 6-1/2""h x 4-3/4""w.",One color imprint.,Silkscreen,,25,100,16L x 16W x 12H,,,150,250,500,1000,2500,2.59,2.49,2.35,2.19,1.99,C,C,C,C,C,"BLACK, BLUE",Workplace,"DREMJRNL_CL, COZYCASE_CL, GOLFTOWL, BRZYLNGR, CFLYERT, FRQNTLGT, GTEES_CL, KPCLGKT, LONGTEES, BIKEBTLC_CL, DLXPICCL, GAMESEAT_CL, GSDYTPJR, GSDAYTRP, TTLVLCTY, FOOTLONG_CL, HANDPACK, LGTUPLYD, CMPFRLGT, MTYBRITE, COLDUF_CL, MULMDKPR, MINIWIPE, VANTMIR_CL,",
TREKRTUM,Trekker Traveler Umbrella,238,"11-3/4""h x 12-1/8""w at bottom and 6""w at top.","Metal shaft with wood handle.    60"" arc.",One color imprint,Silkscreen,,24,20,40L x 7W x 7H,,1. This item requires a minimum 2 day production time after art approval.  2. White panel is standard imprint location for multi color.  3. Less than half of 1st column quantity not available.  4. Not available sleeved.  5. Ships FOB Missouri.,25,50,100,250,500,12.48,11.98,10.98,10.48,9.48,C,C,C,C,C,"BLACK, RED, ROYAL, BLACK/WHITE, BLUE/WHITE, RED/WHITE, NAVY, NAVY/WHITE",Lifestyles,"BIGLNGR, PICNIC, IWEARST, GLFPKATH, WONMAT, STAR, RETAPE, WHSKLT, RULRCLSI, YORKPNM, SILVHIGH, USBMTLKR, SHOEBAG, WALLTOTE, SUNSCRGK, SLKMPNCL, SHOWTOTE, VWINOPN, TOGOTMB, SIPNSTYL, QUADCANV, RIVET, SILBTLKC, NTROBKSK, CARASTRP, STADBLKT, TRVLBLKT, WATMED",eqp
TREMEBRT_CL,Treme Pen - Closeout,,"3/8""h x 1-1/2""w",Matte finish with matte black accents. Exclusive color range. Retractable mechanism. Medium point black refill.,One color imprint.,Silkscreen,,,,,,There is no set up charge on exact re-orders for writing instruments.,500,,,,,0.29,,,,,C,,,,,"NEON GREEN, NEON BLUE, NEON ORANGE, NEON RED, NEON PURPLE",Writing Instruments,"CALIOPN, CALIOPRO, OCEANPN_CL, KLCSTK, TEMPOPN, PARSNYPN, CACHEPN, CAPTVAPN_CL, CABANAPN, CACHEPRO, ASTRA_CL, CRWNGRPT_CL, GEMINPNS_CL, HANLOTON, NOLAPN_CL, SWAMPJUI, MANSALON, FUSEBOX, PANAPN_CL, MARCOPN_CL, SILNTHI_CL, SKEPNHI_CL, EDISON_CL, CLAYPN_CL, ",
TRENTUM,Trent Golf Umbrella,240,"11 3/4"" h x 12-1/8""w at bottom x 6""w at top","Graphite shaft with EVA foam handle.    62""arc.",One color imprint.,Silkscreen,,24,20,41L x 8W x 8H,,1. This item requires a minimum 2 day production time after art approval.  2. White panel is standard imprint location for multi color.  3. Less than half of 1st column quantity not available.  4. Not available sleeved.  5. Ships FOB Missouri.,25,50,100,250,500,16.39,15.89,15.29,14.39,13.99,C,C,C,C,C,"BLACK, BLACK/WHITE, BLUE/WHITE, RED/WHITE, NAVY/WHITE",Lifestyles,"LEDTORCK, 24REVOTL, SPRTYWAV, RETRFLSH, MICRPHKY, HSEKYHLD, CARAKEYR, TIRGEKYC, DBLTKDS, JETBKSK, REEFBKSK, METROBK, HABTSHP, COLKEVPK, ZIPCOOL, SUNSPYLB, NEONBB, RENPENC, GSSLEEK, OVLTROPN, LED17FLH, 24REVNEO, UNOLED, NOVLEDFL, 6PKBG, THPKHLD, NYLFLYER, ",
TRIBSPK,Tribute Bluetooth Speaker,,"7/8""h x 1-1/4""w",Bluetooth Aluminum speaker 1  transmission range maximum  30 feet 2  Charging Voltage 3.7-4.2 V DC/ USB charging Cable.,One color or laser engraved imprint.,Silkscreen,Laser Engraved,35,50,12L x 15W x 15H,Individually boxed.,There is an additional 1 day production time for printed orders.  not laser engraved,10,25,50,100,150,33.79,32.99,31.79,29.99,28.79,C,C,C,C,C,MATTE METALLIC BLACK,Techno Trends,"SPORTDUF_CL, CLEARVW_CL, MP3MINI, CLENFTBT, BLAKEHI, HOWDYTZR, MAZECAL_CL, SPRFNBTL, 17GEOBTL, PAPERCLP_CL, PAPRPENC, COLKONE, PERFRBTL, NIKISTPN, ONGOSANT, MEALTOGO, PLASFAN, VWINOPN, UNOLED, LETHSTPK_CL, FLOATER, LEDTORCK, SONICKL_CL, MICRPHKY, RIVET, T","marchitems, summer2014"
TRICRKSW_CL,Tri Cork Screw - Closeout,,"1""h x 1-3/4""w","Three features   corkscrew, bottle opener and knife all in one.    Magnet on back.    Actual size is 1-1/2""h x 3-7/8""w.    Individually polybagged.",One color imprint.,Silkscreen,,,,,Individually boxed.,,,,,,,,,,,,,,,,,"Black, White, Blue",Lifestyles,"CANOODPN, PIGGYBNK, TAGGEL, VIVIDPN, SPRTYWAV, 22FREDOM_CL, SLIDMAG, PNPDSGNB, TETHGEL, YORKPEN, HLTHHND, TRVSETBG_CL, SAVYHND, SLKPEN, NORDGRIP, GLFPKATH, CRWNGRPT_CL, RBSUNGLS, VELOSTPN, MULTTASK, NEOCLTWO, K2USBFAN, CARDFOLI, SUNSPYLB, FORCSTUM, CLIPRN",
TRINEXC_CL,Trinity Executive - Closeout,,"Silk Screened: 5""h x 6""w    Debossed   Option 1 center: 4""h x 4""w  or  Option 2 lower right: 3""h x 3""w","Debossing available. Leather-like padfolio with microfiber color block squares. Inside slip pocket, business card holder and pen loop. Lined notebook has 30 sheets. Actual size 12-3/8""h x 9-3/4""w.",One color or debossed imprint.,Silkscreen,Deboss,,,,,1. We suggest using a 12pt. or larger size block font to ensure  the best quality imprint.      2. There is an additional 5 day production time for debossing.      3. Please specify imprint location on PO. If no location is given option   1 is standard.,60,,,,,6.15,,,,,C,,,,,,Workplace,"COVCLBD, TRIPNHI_CL, ESQPEN, DIVAPN, PARAPN, RTBADG, QUASAR, RLCPCLKT, WRIONCLP_CL, SUNTOT, MGNTCLDP, SNGLSCPM, CLPSAFLS, QUADCLPN_CL, SUPCHP, CLPSFSTB_CL, SHKCLRKT, CTYCLRKT, USBMTLKR, CARAKEY6_CL, CAPBTLOP, SPRGRBR_CL, CHROM6PK, LENSCLN, MICRCLTH, EYESG",
